tmt_batch,protein_id,Abundance_Ratio_Winter_Summer,pval,padj
1,Td00001aa011766_T001,1.072961373390558,0.247537190750747,0.42929443604970974
1,Td00001aa006196_T003,1.017293997965412,0.542758351843222,0.7551183507509361
1,Td00001aa007992_T002,1.824817518248175,0.0420006825030252,0.11203286264110714
1,Td00001aa011576_T001,0.9216589861751152,0.97936612203694,0.999999925140118
1,Td00001aa023036_T001,1.0438413361169103,0.980059881066779,0.999999925140118
1,Td00001aa008295_T001,1.1574074074074074,0.877136594675994,0.999999925140118
1,Td00001aa010844_T002,1.7006802721088436,0.00119511989500543,0.008167583266925054
1,Td00001aa020472_T001,0.8424599831508003,0.14380967141378,0.28561827646713694
1,Td00001aa039962_T002,0.8396305625524769,0.0712736322758579,0.1661670147826687
1,Td00001aa037423_T002,1.1160714285714286,0.135002168174133,0.2724959871031577
1,Td00001aa042873_T001,0.8665511265164645,0.273785504542517,0.46324045283354137
1,Td00001aa011430_T003,1.7094017094017095,0.35516134160809,0.5602173434718517
1,Td00001aa007283_T003,0.7818608287724785,0.0529650262372854,0.13367187390934474
1,Td00001aa022532_T002,0.832639467110741,2.39670739153763e-4,0.002514452609319566
1,Td00001aa019280_T001,4.975124378109452,1.81466914247475e-5,4.0426795896243044e-4
1,Td00001aa024202_T001,0.4992511233150274,9.45339456940308e-5,0.0013327070703506138
1,Td00001aa010473_T001,1.2919896640826871,1.99982530440401e-4,0.0022624982832583295
1,Td00001aa027184_T001,1.2391573729863692,0.216583030460704,0.38791471808073485
1,Td00001aa025144_T001,1.0787486515641855,0.647104221479224,0.8549975544409744
1,Td00001aa041349_T002,0.9074410163339384,0.181425835949306,0.34013809970963393
1,Td00001aa037076_T001,0.9025270758122744,0.47690884668151,0.6931792298322874
1,Td00001aa036498_T001,1.277139208173691,0.0304084816784596,0.08893371991698597
1,Td00001aa018756_T002,0.31938677738741617,0.00116555841544896,0.008043021646950855
1,Td00001aa024094_T001,1.1587485515643106,0.0606662385940711,0.14783555373801663
1,Td00001aa032375_T001,1.0416666666666667,0.454304542092211,0.6716245891149203
1,Td00001aa037535_T001,1.122334455667789,0.296003198135403,0.4913870938687532
1,Td00001aa041214_T001,1.1185682326621924,0.166265675537599,0.3193468988904709
1,Td00001aa029686_T003,1.99203187250996,7.21838124162488e-6,2.067550627065412e-4
1,Td00001aa015844_T002,1.001001001001001,0.709667522054814,0.9034180201396202
1,Td00001aa032573_T004,1.0964912280701753,0.351241362547935,0.5552475153024518
1,Td00001aa016178_T001,0.8841732979664014,0.148680464349094,0.2933776904515474
1,Td00001aa021209_T001,1.183431952662722,0.0823971652710939,0.18597333925164347
1,Td00001aa021495_T002,0.9794319294809012,0.490447208559736,0.706114536532498
1,Td00001aa000974_T002,0.8992805755395683,0.0946842235214146,0.20565750184866005
1,Td00001aa005467_T001,0.6313131313131313,0.00119993771040827,0.00817089659785556
1,Td00001aa038382_T002,0.5192107995846313,0.00112986722373332,0.007871989981570562
1,Td00001aa031609_T001,0.987166831194472,0.782023264285105,0.9512376005409315
1,Td00001aa026789_T003,1.1001100110011002,0.865339769628991,0.999999925140118
1,Td00001aa001425_T001,1.106194690265487,0.213157957587068,0.38425927519067354
1,Td00001aa034131_T002,1.278772378516624,0.0177985968754547,0.05947697789214446
1,Td00001aa007991_T003,0.2724795640326976,2.66112377467209e-6,1.1039075520450084e-4
1,Td00001aa022640_T001,2.6881720430107525,7.7599299193376e-5,0.001152493295427547
1,Td00001aa011430_T001,2.4096385542168677,0.314238000280492,0.5112918509710117
1,Td00001aa034279_T001,1.228501228501229,0.0344607557603174,0.09716317776483242
1,Td00001aa024953_T003,0.5344735435595938,1.87026699995818e-4,0.0021843992242230005
1,Td00001aa043761_T001,1,0.985708789557276,0.999999925140118
1,Td00001aa004249_T001,0.33921302578018997,0.00220872064541311,0.012652813983009388
1,Td00001aa005001_T003,1.4204545454545456,2.18427066522864e-5,4.659152117335122e-4
1,Td00001aa025764_T003,1.162790697674419,0.648117732449782,0.8555438538446464
1,Td00001aa024618_T003,1.6666666666666667,0.217711719379137,0.38877862208773156
1,Td00001aa008429_T002,1.4347202295552368,4.36367845635388e-7,3.499670121995812e-5
1,Td00001aa028282_T003,0.7733952049497294,0.0209994430672724,0.06751577957019943
1,Td00001aa010744_T002,1.7361111111111112,3.05785213661203e-6,1.149561287607585e-4
1,Td00001aa015942_T003,1.2269938650306749,0.00535397906034052,0.02409290577153234
1,Td00001aa018044_T004,1.0330578512396695,0.502330510778286,0.7188385461533839
1,Td00001aa005001_T002,1.1961722488038278,0.0775907120627668,0.17813287521280238
1,Td00001aa008230_T002,1.25,0.0323306409274091,0.09253075583427395
1,Td00001aa005503_T002,1.1614401858304295,0.0624264275343908,0.15070031904455947
1,Td00001aa038815_T003,1.092896174863388,0.167484037778497,0.32083327619033736
1,Td00001aa009066_T002,1.5408320493066254,2.23888388811599e-4,0.002411979687227047
1,Td00001aa017003_T001,0.3536067892503536,0.00160423489383199,0.010265396687658957
1,Td00001aa025490_T001,1.152073732718894,0.490699711173041,0.706114536532498
1,Td00001aa039957_T003,0.9775171065493647,0.997886066155331,0.999999925140118
1,Td00001aa004745_T002,1.1848341232227488,0.00259322784335936,0.014158788633409879
1,Td00001aa026996_T003,1.1001100110011002,0.321422542940378,0.5206525841435476
1,Td00001aa004064_T001,0.9596928982725528,0.983629660151223,0.999999925140118
1,Td00001aa019799_T001,1.122334455667789,0.115236732895879,0.2410952863891173
1,Td00001aa006630_T003,1.015228426395939,0.785607077623266,0.9539892137087371
1,Td00001aa037434_T001,1.102535832414553,0.150794563473653,0.29596965925652424
1,Td00001aa020661_T002,1.277139208173691,0.0266493067488173,0.08031048882293207
1,Td00001aa025818_T003,1.1890606420927468,0.918814738943472,0.999999925140118
1,Td00001aa040369_T001,1.3812154696132597,0.0106166647199819,0.040417239424488056
1,Td00001aa014647_T004,1.1402508551881414,0.030309485384813,0.08871608495846725
1,Td00001aa026757_T002,1.1990407673860912,0.51557514457443,0.7288330187109745
1,Td00001aa011081_T001,0.8012820512820513,0.0183784547555348,0.060963091188166445
1,Td00001aa026362_T002,1.3386880856760377,0.490507480670423,0.706114536532498
1,Td00001aa016592_T002,0.8643042350907519,0.0916834018784741,0.2012684898901539
1,Td00001aa038384_T002,0.35211267605633806,5.32125598412758e-4,0.004497520573001508
1,Td00001aa024245_T002,0.7836990595611285,0.0833350743489991,0.18749179034601512
1,Td00001aa005976_T004,0.7390983000739099,0.30688231345341,0.5036554203062104
1,Td00001aa029759_T001,0.9132420091324202,0.449365039291304,0.6657464806249246
1,Td00001aa039596_T001,0.828500414250207,0.0335583261264686,0.09521383568429652
1,Td00001aa041517_T001,1.335113484646195,0.0139870879835919,0.04939275981681327
1,Td00001aa007926_T001,0.7911392405063291,0.00796537605850034,0.03263001384236972
1,Td00001aa033537_T002,1.529051987767584,0.299475963236383,0.49502703041892676
1,Td00001aa033379_T001,0.9756097560975612,0.716876045364533,0.9087480322165787
1,Td00001aa024620_T001,0.5656108597285068,0.0182777413977894,0.06079665318398335
1,Td00001aa019843_T002,1.097694840834248,0.826516346396874,0.9803067922422415
1,Td00001aa027577_T001,0.6854009595613434,0.0230881466211068,0.07233083433643614
1,Td00001aa020461_T003,0.835421888053467,0.5597491410047,0.7725180305491252
1,Td00001aa027373_T001,1.3175230566534917,1.13831629092731e-5,2.757170130172256e-4
1,Td00001aa021388_T003,0.6006006006006006,0.00295512666173936,0.015660869489305947
1,Td00001aa030174_T001,0.7320644216691068,5.00947115500194e-4,0.004314840429212888
1,Td00001aa009571_T001,0.6934812760055479,2.75310826121977e-4,0.0027910021670624016
1,Td00001aa013106_T001,0.9891196834817014,0.916964051040583,0.999999925140118
1,Td00001aa007711_T001,0.8779631255487269,2.02033410399816e-4,0.002264405522151975
1,Td00001aa015898_T001,0.6657789613848203,0.0266011037441173,0.08027038746866165
1,Td00001aa024870_T002,1.5360983102918586,2.53964493658332e-5,5.120434958731398e-4
1,Td00001aa027311_T001,1.001001001001001,0.831600255375911,0.9836923374800598
1,Td00001aa024975_T002,1.095290251916758,0.404521084066391,0.6201854683073939
1,Td00001aa026163_T002,1.1918951132300355,0.0268213597044151,0.08053102094279042
1,Td00001aa036782_T001,0.8576329331046313,0.493972006486577,0.7094090614445111
1,Td00001aa008491_T001,0.28776978417266186,5.49398308380411e-6,1.6800708407756565e-4
1,Td00001aa029037_T001,0.27389756231169543,1.75308323148826e-4,0.002074386027029879
1,Td00001aa034678_T002,1.1961722488038278,0.0353190943406094,0.0991749406873043
1,Td00001aa002029_T003,1.015228426395939,0.871598050090148,0.999999925140118
1,Td00001aa041204_T001,0.8361204013377926,0.00407968504498712,0.019605304031103218
1,Td00001aa025521_T001,0.7097232079488999,0.00256971124972771,0.014094358511044536
1,Td00001aa036202_T001,1.034126163391934,0.998246451821677,0.999999925140118
1,Td00001aa009575_T001,0.34036759700476515,2.92495247466995e-6,1.1264558806287498e-4
